,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
22330,Caroline Springs,3 Salford La,3,h,646000,S,HAR,23/09/2017,14.8,3023,3,1,2,238,171,2004,,-37.73917,144.72874,Western Metropolitan,7719
22331,Carrum,11/26 Valetta St,2,u,553500,S,O'Brien,23/09/2017,31.2,3197,2,1,2,,,,,-38.07393,145.12423,South-Eastern Metropolitan,1989
22332,Carrum Downs,6 Lewin St,3,h,630000,SP,Harcourts,23/09/2017,34.9,3201,3,2,2,,132,1999,,-38.10521,145.17834,South-Eastern Metropolitan,8060
22333,Caulfield North,22/3 Wilks St,3,t,1475000,PI,LITTLE,23/09/2017,7.8,3161,,,,,,,,,,Southern Metropolitan,6923
22335,Chadstone,1/139 Waverley Rd,2,h,686000,S,Jellis,23/09/2017,11.7,3148,2,1,1,,,,,-37.88176,145.10392,Southern Metropolitan,3582
22336,Chelsea,1/67 Ella Gr,2,u,685000,S,hockingstuart/hockingstuart,23/09/2017,27,3196,2,1,2,,85,,,-38.04205,145.12418,South-Eastern Metropolitan,3906
22337,Chelsea,501 Nepean Hwy,3,h,1210000,S,Buxton,23/09/2017,27,3196,3,3,2,,155,1950,,-38.05934,145.11848,South-Eastern Metropolitan,3906
22339,Chelsea Heights,26 Fielding Dr,4,h,890000,S,hockingstuart/hockingstuart,23/09/2017,27,3196,4,3,2,,182,1995,,-38.05223,145.13944,South-Eastern Metropolitan,2076
22340,Cheltenham,5 Alice St,3,h,1100000,PI,O'Brien,23/09/2017,17.9,3192,3,2,2,603,,,,-37.97462,145.07906,Southern Metropolitan,9758
22341,Cheltenham,6/10 Eagland Rd,2,u,600000,S,Buxton,23/09/2017,17.9,3192,,,,,,,,,,Southern Metropolitan,9758
22342,Cheltenham,1/5 Gillman St,3,t,851000,S,Kay,23/09/2017,17.9,3192,3,1,1,,,,,-37.97196,145.05561,Southern Metropolitan,9758
22343,Cheltenham,139 Park Rd,3,h,1015000,S,Buxton,23/09/2017,17.9,3192,3,1,2,566,,,,-37.96488,145.05276,Southern Metropolitan,9758
22344,Cheltenham,53 Primrose Av,3,t,795000,S,Buxton,23/09/2017,17.9,3192,3,2,2,138,137,2013,,-37.95656,145.06926,Southern Metropolitan,9758
22345,Cheltenham,72 Wilson St,3,h,1160000,S,O'Brien,23/09/2017,17.9,3192,3,2,2,534,134,1980,,-37.9583,145.06041,Southern Metropolitan,9758
22346,Cheltenham,53 Wingrove St,4,h,1160000,S,O'Brien,23/09/2017,17.9,3192,4,2,2,585,,,,-37.95272,145.06573,Southern Metropolitan,9758
22347,Clarinda,47 Carbine Av,4,h,878000,SP,Buxton,23/09/2017,17.5,3169,4,2,2,,131,1975,,-37.94422,145.10488,South-Eastern Metropolitan,2727
22348,Clayton South,4 Wannan Ct,3,h,800000,S,C21,23/09/2017,17.5,3169,3,1,2,602,,,,-37.94146,145.11121,South-Eastern Metropolitan,4734
22349,Clifton Hill,57 Alexander St,3,h,1385000,S,Harrington,23/09/2017,3.6,3068,3,1,,,,,,-37.79364,144.99147,Northern Metropolitan,2954
22350,Coburg,51 Blair St,3,h,1286000,S,Nelson,23/09/2017,6.7,3058,3,1,2,,,,,-37.75495,144.96931,Northern Metropolitan,11204
22351,Coburg,13 Shackell St,4,h,1000000,S,Brad,23/09/2017,6.7,3058,4,2,1,343,,,,-37.74234,144.95169,Northern Metropolitan,11204
22352,Coburg,17 Sutherland St,3,h,960000,S,Nelson,23/09/2017,6.7,3058,3,1,3,491,,,,-37.73913,144.96086,Northern Metropolitan,11204
22354,Collingwood,212/3 Hoddle St,2,u,565000,SP,Jellis,23/09/2017,2,3066,2,2,1,,85,2005,,-37.80896,144.9911,Northern Metropolitan,4553
22356,Craigieburn,5 Blackbird Tce,4,h,735000,S,Ray,23/09/2017,20.6,3064,4,2,2,771,255,2006,,-37.57383,144.92424,Northern Metropolitan,15510
22357,Craigieburn,5 Bowes Pl,3,h,517000,S,Barry,23/09/2017,20.6,3064,3,2,2,,120,1980,,-37.60663,144.93424,Northern Metropolitan,15510
22358,Craigieburn,111 Hanson Rd,4,h,600000,S,Ray,23/09/2017,20.6,3064,4,2,2,630,177,2003,,-37.58905,144.93658,Northern Metropolitan,15510
22359,Craigieburn,9 Huntingfield St,4,h,475000,SP,YPA,23/09/2017,20.6,3064,4,2,1,294,146,2011,,-37.58364,144.90804,Northern Metropolitan,15510
22360,Craigieburn,39 Thorngrove Av,5,h,640000,S,Jason,23/09/2017,20.6,3064,5,2,2,,,,,-37.57837,144.90647,Northern Metropolitan,15510
22361,Craigieburn,9 Verwood Ct,3,h,555000,S,YPA,23/09/2017,20.6,3064,3,2,3,,,,,-37.61218,144.93875,Northern Metropolitan,15510
22362,Craigieburn,328 Waterview Bvd,3,h,552000,S,Barry,23/09/2017,20.6,3064,3,2,2,448,143,2010,,-37.57869,144.91069,Northern Metropolitan,15510
22363,Croydon,11 Aminga Ct,3,h,840500,S,Barry,23/09/2017,23,3136,3,1,2,850,,,,-37.78297,145.28774,Eastern Metropolitan,11925
22364,Croydon,31 Bennison St,4,h,1222000,S,McGrath,23/09/2017,23,3136,4,2,2,,,,,-37.80351,145.29274,Eastern Metropolitan,11925
22365,Croydon,5 Kenmare Av,5,h,2400000,PI,McGrath,23/09/2017,23,3136,5,4,4,,,,,-37.79269,145.27179,Eastern Metropolitan,11925
22366,Croydon,6 Webster Av,5,h,1180000,S,Barry,23/09/2017,23,3136,5,3,3,857,285,2012,,-37.79773,145.26956,Eastern Metropolitan,11925
22367,Croydon North,12 Jeremic Ct,3,h,677000,S,Stockdale,23/09/2017,23,3136,3,1,2,,150,1995,,-37.77383,145.29146,Eastern Metropolitan,2985
22368,Croydon South,25 Andrew Cr,4,h,1235000,S,Fletchers,23/09/2017,23,3136,,,,,,,,,,Eastern Metropolitan,1863
22369,Dallas,150 Railway Cr,3,h,525000,S,YPA,23/09/2017,14,3047,,,,,,,,,,Northern Metropolitan,2246
22370,Dandenong,2/67 Herbert St,2,u,431000,S,C21,23/09/2017,24.7,3175,2,1,1,,,1984,,-37.98093,145.21841,South-Eastern Metropolitan,10894
22371,Dandenong,1/4 MacPherson St,2,u,445000,S,McLennan,23/09/2017,24.7,3175,2,1,2,,,,,-37.98664,145.22285,South-Eastern Metropolitan,10894
22373,Dandenong North,2/13 Second Av,2,u,335000,S,Area,23/09/2017,24.7,3175,2,1,1,,77,1960,,-37.95602,145.20944,South-Eastern Metropolitan,8322
22375,Deer Park,1 Christie St,3,h,632000,S,HAR,23/09/2017,14.8,3023,3,1,1,562,118,1960,,-37.77224,144.77381,Western Metropolitan,6388
22376,Deer Park,47 Davitt Dr,3,h,570000,SP,Biggin,23/09/2017,14.8,3023,,,,,,,,,,Western Metropolitan,6388
22378,Delahey,4 Adina Pl,3,h,607500,S,One,23/09/2017,18,3037,3,2,2,528,142,2000,,-37.71046,144.77043,Western Metropolitan,2898
22379,Delahey,4 Franklin Pl,3,h,575000,S,Barry,23/09/2017,18,3037,3,1,1,,140,2001,,-37.71504,144.76982,Western Metropolitan,2898
22380,Delahey,7 Shale Ct,3,h,563000,S,Purplebricks,23/09/2017,18,3037,3,2,2,469,,,,-37.72438,144.7655,Western Metropolitan,2898
22381,Derrimut,1 Sinclair Grn,4,h,695000,S,Stockdale,23/09/2017,14.7,3030,4,2,2,516,,,,-37.78763,144.75963,Western Metropolitan,2276
22382,Diamond Creek,37 Brownlow Dr,4,h,990000,S,Morrison,23/09/2017,21.8,3089,4,3,2,1001,315,2012,,-37.65972,145.159,Northern Victoria,4258
22383,Diamond Creek,10 Haley St,3,h,715000,S,Barry,23/09/2017,21.8,3089,3,1,2,,,,,-37.67587,145.15642,Northern Victoria,4258
22384,Doncaster,104 Ayr St,4,h,1260000,PI,Barry,23/09/2017,12.4,3108,4,3,3,730,,,,-37.77871,145.10356,Eastern Metropolitan,9028
22386,Doncaster,2 Idinia Ct,4,h,2123500,S,Fletchers,23/09/2017,12.4,3108,4,3,2,,,,,-37.7859,145.1212,Eastern Metropolitan,9028
22388,Doncaster East,5 Buvelot Wyn,3,h,1232500,S,Barry,23/09/2017,14.3,3109,,,,,,,,,,Eastern Metropolitan,10999
22389,Doncaster East,21 Gaudion Rd,4,h,1310000,S,Barry,23/09/2017,14.3,3109,4,2,2,664,,,,-37.77472,145.15197,Eastern Metropolitan,10999
22391,Doncaster East,8 Rowallan Ct,5,h,1890000,S,ASL,23/09/2017,14.3,3109,5,2,2,659,,1975,,-37.78628,145.1667,Eastern Metropolitan,10999
22392,Donvale,128 Mitcham Rd,3,u,775000,S,Noel,23/09/2017,16.1,3111,3,2,1,294,107,1970,,-37.79937,145.18164,Eastern Metropolitan,4790
22393,Doreen,11 Rove La,2,h,365500,SP,The,23/09/2017,25.9,3754,2,1,2,184,,,,-37.60835,145.12073,Northern Victoria,7254
22395,Edithvale,27 Elsie Gr,3,t,895000,S,Buxton,23/09/2017,27,3196,3,2,2,,133,2007,,-38.04322,145.11738,South-Eastern Metropolitan,2546
22396,Edithvale,77 Fraser Av,3,h,837000,S,hockingstuart,23/09/2017,27,3196,3,1,1,441,,,,-38.03804,145.11728,South-Eastern Metropolitan,2546
22397,Edithvale,107 Kinross Av,3,h,950000,S,Hodges,23/09/2017,27,3196,3,1,2,560,146,1980,,-38.03288,145.11678,South-Eastern Metropolitan,2546
22398,Elwood,4/95 Addison St,3,u,770000,SP,Chisholm,23/09/2017,7.2,3184,3,1,1,,99,1970,,-37.87966,144.98036,Southern Metropolitan,8989
22399,Elwood,6/127 Brighton Rd,2,u,525500,SP,Morleys,23/09/2017,7.2,3184,2,1,1,,,,,-37.87475,144.9908,Southern Metropolitan,8989
22400,Elwood,2A Cyril St,4,h,2200000,VB,Gary,23/09/2017,7.2,3184,4,3,2,,,,,-37.87701,144.99145,Southern Metropolitan,8989
22403,Elwood,5/57 Southey St,2,u,645000,S,Jellis,23/09/2017,7.2,3184,2,1,1,,,,,-37.87742,144.98854,Southern Metropolitan,8989
22404,Elwood,3/99 Tennyson St,2,t,1200000,SP,Buxton,23/09/2017,7.2,3184,2,2,2,,,2007,,-37.88076,144.99094,Southern Metropolitan,8989
22405,Epping,7 Centurion Ct,3,h,646000,S,Love,23/09/2017,19.6,3076,3,2,2,716,114,1979,,-37.64206,145.03703,Northern Metropolitan,10926
22406,Epping,376 Dalton Rd,3,h,625000,S,Barry,23/09/2017,19.6,3076,3,1,2,534,113,1990,,-37.65843,145.03091,Northern Metropolitan,10926
22407,Epping,2 Dransfield Wy,3,h,552500,S,hockingstuart,23/09/2017,19.6,3076,3,1,1,521,,,,-37.63854,145.05179,Northern Metropolitan,10926
22408,Epping,23 Epsom Av,3,h,601000,S,Iconek,23/09/2017,19.6,3076,3,2,2,,125,1985,,-37.64465,145.04721,Northern Metropolitan,10926
22409,Essendon,1/2 Banchory St,2,h,735000,S,Nelson,23/09/2017,7.5,3040,2,1,2,,94,1980,,-37.75051,144.9078,Western Metropolitan,9264
22410,Essendon,39 Deakin St,5,h,1290000,S,Barry,23/09/2017,7.5,3040,5,2,,,,,,-37.75026,144.89113,Western Metropolitan,9264
22411,Essendon,3/23 Grice Cr,2,h,562000,S,Pagan,23/09/2017,7.5,3040,2,1,1,,,,,-37.7499,144.91749,Western Metropolitan,9264
22412,Essendon,1/136 Hoffmans Rd,2,h,580500,S,Considine,23/09/2017,7.5,3040,2,1,2,,,1970,,-37.73998,144.89211,Western Metropolitan,9264
22413,Essendon,301/20 Napier St,2,u,520000,VB,Barry,23/09/2017,7.5,3040,,,,,,,,,,Western Metropolitan,9264
22415,Essendon,66 Roberts St,3,h,1710000,S,Nelson,23/09/2017,7.5,3040,3,1,2,795,,,,-37.74903,144.89924,Western Metropolitan,9264
22416,Essendon North,1/48 Keilor Rd,2,u,370000,PI,Barry,23/09/2017,8.2,3041,2,1,1,,65,1960,,-37.74325,144.90739,Western Metropolitan,1308
22417,Fairfield,12/262 Heidelberg Rd,2,u,620000,PI,Nelson,23/09/2017,5.7,3078,,,,,,,,-37.78445,145.01054,Northern Metropolitan,2970
22418,Fairfield,45 White St,3,h,1300000,S,Ray,23/09/2017,5.7,3078,3,2,1,,,,,-37.77306,145.0234,Northern Metropolitan,2970
22420,Fawkner,13 Lorne St,4,h,800000,S,Eview,23/09/2017,13.1,3060,4,3,2,308,203,2015,,-37.7166,144.97665,Northern Metropolitan,5070
22421,Ferntree Gully,14 Hancock Dr,3,h,791100,S,Ray,23/09/2017,24.8,3156,3,2,2,640,,1980,,-37.89335,145.27924,Eastern Metropolitan,10788
22422,Ferntree Gully,27 Malua Rd,2,h,775000,S,Noel,23/09/2017,24.8,3156,2,1,1,733,110,1950,,-37.87101,145.26642,Eastern Metropolitan,10788
22423,Fitzroy,138 Cecil St,3,h,1210000,PI,Nelson,23/09/2017,2.1,3065,3,1,,155,,,,-37.79451,144.98208,Northern Metropolitan,5825
22424,Fitzroy,32 Cecil St,2,h,1300000,S,Woodards,23/09/2017,2.1,3065,2,1,1,125,124,2000,,-37.79395,144.97698,Northern Metropolitan,5825
22427,Fitzroy North,397 Rae St,3,h,1730000,S,Nelson,23/09/2017,3.6,3068,3,2,,175,,,,-37.78305,144.97997,Northern Metropolitan,6244
22429,Fitzroy North,66 Rowe St,3,h,1460000,S,Nelson,23/09/2017,3.6,3068,3,1,1,,,,,-37.78614,144.99008,Northern Metropolitan,6244
22430,Flemington,18 Shields St,2,h,1100000,S,Nelson,23/09/2017,3.4,3031,2,1,1,193,,,,-37.78749,144.93203,Northern Metropolitan,3593
22431,Flemington,2/121 Wellington St,2,u,452500,S,Nelson,23/09/2017,3.4,3031,2,1,1,807,54,1970,,-37.783,144.93204,Northern Metropolitan,3593
22432,Footscray,206/26 Beaurepaire Pde,1,u,373000,SP,Jas,23/09/2017,5.1,3011,1,1,1,,50,2015,,-37.79975,144.88368,Western Metropolitan,7570
22433,Footscray,1/53 Eleanor St,3,t,869000,SP,Jas,23/09/2017,5.1,3011,,,,,,,,,,Western Metropolitan,7570
22434,Forest Hill,14 Box Av,4,h,1350000,VB,Noel,23/09/2017,15.4,3131,4,2,2,653,653,1970,,-37.84362,145.16976,Eastern Metropolitan,4385
22435,Forest Hill,14 Hampshire Rd,4,h,950000,VB,Noel,23/09/2017,15.4,3131,4,1,1,607,,1960,,-37.84137,145.17912,Eastern Metropolitan,4385
22436,Forest Hill,14 Jolimont Rd,3,h,1100000,S,Noel,23/09/2017,15.4,3131,3,2,2,,195,1970,,-37.84332,145.17308,Eastern Metropolitan,4385
22437,Forest Hill,2/147 Mount Pleasant Rd,3,h,799000,S,MJ,23/09/2017,15.4,3131,3,1,2,,,,,-37.83344,145.18033,Eastern Metropolitan,4385
22439,Frankston,18 Frawley St,4,h,605000,S,O'Brien,23/09/2017,38,3199,4,1,1,,,,,-38.14708,145.14678,South-Eastern Metropolitan,17055
22440,Frankston,10 Plover Cl,3,h,634000,S,O'Brien,23/09/2017,38,3199,3,1,1,586,,,,-38.14738,145.16653,South-Eastern Metropolitan,17055
22441,Frankston South,70 Derinya Dr,4,h,1350000,S,Eview,23/09/2017,38,3199,4,2,2,2716,,,,-38.17488,145.1234,South-Eastern Metropolitan,7566
22442,Gladstone Park,17 Payne St,3,h,586000,S,YPA,23/09/2017,12.9,3043,3,1,1,534,,,,-37.68641,144.88487,Western Metropolitan,3285
22443,Glen Huntly,4/135 Grange Rd,1,u,600000,S,Hodges,23/09/2017,10.1,3163,1,1,1,100,,,,-37.89154,145.04483,Southern Metropolitan,2403
22445,Glen Huntly,12/8 Rosedale Av,1,u,275000,PI,Ray,23/09/2017,10.1,3163,1,1,1,,,,,-37.89092,145.04392,Southern Metropolitan,2403
22446,Glen Iris,8/34 Edgar St,2,u,678000,S,hockingstuart,23/09/2017,7.3,3146,2,1,1,,90,1970,,-37.85501,145.04567,Southern Metropolitan,10412
22447,Glen Iris,2 Grandview Av,3,h,1285000,S,Marshall,23/09/2017,7.3,3146,3,2,2,374,101,1940,,-37.84967,145.08388,Southern Metropolitan,10412
22449,Glen Waverley,58 Cambridge Dr,4,h,1190000,S,Ray,23/09/2017,16.7,3150,4,2,2,653,,,,-37.89231,145.15141,Eastern Metropolitan,15321
22450,Glen Waverley,8 Edith St,3,h,2450000,S,Stockdale,23/09/2017,16.7,3150,3,1,0,984,,,,-37.87376,145.15238,Eastern Metropolitan,15321
22451,Glen Waverley,9 Finton Cl,4,h,1214000,S,Barry,23/09/2017,16.7,3150,4,2,2,694,,,,-37.8893,145.18747,Eastern Metropolitan,15321
22455,Glen Waverley,16 Rhodes Dr,4,h,1631888,S,Barry,23/09/2017,16.7,3150,4,2,2,740,,1960,,-37.88551,145.17559,Eastern Metropolitan,15321
22456,Glenroy,152 Glenroy Rd,3,h,850000,S,Stockdale,23/09/2017,11.2,3046,3,1,1,672,,,,-37.70542,144.92263,Northern Metropolitan,8870
22457,Glenroy,9 Hartington St,3,h,1051000,S,Barry,23/09/2017,11.2,3046,3,2,2,913,112,1950,,-37.70072,144.91662,Northern Metropolitan,8870
22458,Glenroy,3/71 Hubert Av,3,t,563250,S,Eview,23/09/2017,11.2,3046,3,1,1,,83,2012,,-37.70017,144.93292,Northern Metropolitan,8870
22459,Glenroy,17 Patrick St,2,h,910000,PI,Eview,23/09/2017,11.2,3046,2,1,1,718,,,,-37.71389,144.92159,Northern Metropolitan,8870
22460,Glenroy,2 View St,3,h,485000,PI,Eview,23/09/2017,11.2,3046,3,1,1,,,,,-37.69709,144.93697,Northern Metropolitan,8870
22461,Gowanbrae,3 Orchid Ct,3,h,845000,S,Nelson,23/09/2017,12.9,3043,3,2,2,,,,,-37.7009,144.90053,Western Metropolitan,1071
22462,Greensborough,1/5 Adeline St,2,u,705000,S,Darren,23/09/2017,16.1,3088,2,1,1,,,1997,,-37.70773,145.09371,Northern Metropolitan,8524
22463,Greensborough,7/39 Alexandra St,2,u,590000,S,Buckingham,23/09/2017,16.1,3088,2,1,2,,,1985,,-37.70837,145.10715,Northern Metropolitan,8524
22465,Greensborough,6 Pembroke St,3,h,785000,S,Darren,23/09/2017,16.1,3088,3,1,2,840,137,1960,,-37.69443,145.11245,Northern Metropolitan,8524
22467,Greenvale,33 Beechworth Av,4,h,532000,S,Ray,23/09/2017,20.4,3059,4,2,2,,200,2007,,-37.61328,144.91144,Northern Metropolitan,4864
22468,Greenvale,34 Beechworth Av,4,h,600000,S,Raine,23/09/2017,20.4,3059,4,2,2,,192,2010,,-37.61358,144.91151,Northern Metropolitan,4864
22469,Hadfield,31 Charles St,3,h,850000,SP,Stockdale,23/09/2017,11.2,3046,3,1,2,,,,,-37.70788,144.94209,Northern Metropolitan,2606
22470,Hadfield,20 Neil St,3,h,760000,PI,Nelson,23/09/2017,11.2,3046,3,1,1,,,,,-37.71046,144.94011,Northern Metropolitan,2606
22471,Hampton,132 Ludstone St,4,h,1800000,PI,Buxton,23/09/2017,13.8,3188,4,1,2,800,,,,-37.93492,145.01758,Southern Metropolitan,5454
22472,Hampton,36 May St,4,t,2000000,VB,Buxton,23/09/2017,13.8,3188,4,3,2,360,275,2010,,-37.937,145.01169,Southern Metropolitan,5454
22473,Hampton,4 The Avenue,4,h,2500000,VB,Marshall,23/09/2017,13.8,3188,4,2,4,683,199,1980,,-37.92983,145.00167,Southern Metropolitan,5454
22474,Hampton East,10 Wickham Rd,4,h,1125000,PI,Buxton,23/09/2017,13.8,3188,4,1,1,700,175,1950,,-37.94312,145.0244,Southern Metropolitan,2356
22475,Hawthorn,25/178 Power St,2,u,609000,S,Marshall,23/09/2017,5.3,3122,2,1,1,,69,1975,,-37.82606,145.02535,Southern Metropolitan,11308
22476,Hawthorn,13/111 Riversdale Rd,2,u,732500,S,hockingstuart,23/09/2017,5.3,3122,2,1,1,,,2009,,-37.82872,145.03544,Southern Metropolitan,11308
22477,Hawthorn,4/167 Riversdale Rd,2,u,445000,S,Nelson,23/09/2017,5.3,3122,2,1,1,,,,,-37.8293,145.04043,Southern Metropolitan,11308
22480,Hawthorn East,1075 Burke Rd,3,h,1315000,S,Marshall,23/09/2017,6.2,3123,3,,,375,,,,-37.8197,145.05868,Southern Metropolitan,6482
22482,Hawthorn East,29 Fairmount Rd,3,h,3600000,S,Marshall,23/09/2017,6.2,3123,3,2,2,848,158,1929,,-37.83543,145.04606,Southern Metropolitan,6482
22483,Hawthorn East,402/32 Lilydale Gr,2,u,680000,PI,Woodards,23/09/2017,6.2,3123,,,,,,,,,,Southern Metropolitan,6482
22485,Heathmont,8 The Outlook,4,h,952000,S,hockingstuart,23/09/2017,21.3,3135,4,1,1,,,,,-37.8339,145.24836,Eastern Metropolitan,3794
22487,Heidelberg,3/153 Cape St,2,u,660000,PI,Miles,23/09/2017,8.9,3084,2,1,1,,,,,-37.75248,145.06743,Eastern Metropolitan,2890
22488,Heidelberg,6 Clyde Ct,3,h,985000,S,Nelson,23/09/2017,8.9,3084,3,1,2,528,118,1955,,-37.74821,145.06933,Eastern Metropolitan,2890
22489,Heidelberg,12 Weyburn Ct,3,h,1325000,S,Miles,23/09/2017,8.9,3084,3,2,2,,,,,-37.75312,145.06671,Eastern Metropolitan,2890
22490,Heidelberg Heights,36 Dresden St,3,h,1071000,S,Ray,23/09/2017,8.8,3081,3,1,2,,,,,-37.75079,145.05518,Eastern Metropolitan,2947
22491,Heidelberg Heights,2/157 Porter Rd,3,u,870000,S,Fletchers,23/09/2017,8.8,3081,3,2,2,,,,,-37.73264,145.05818,Eastern Metropolitan,2947
22492,Heidelberg Heights,219 Waiora Rd,3,h,915000,S,hockingstuart,23/09/2017,8.8,3081,3,2,2,604,,,,-37.73098,145.06043,Eastern Metropolitan,2947
22493,Heidelberg West,35 Timor Pde,2,h,790000,S,Miles,23/09/2017,8.8,3081,2,1,1,,,,,-37.73761,145.0463,Eastern Metropolitan,2674
22494,Highett,52 Lawson Pde,5,h,1300000,S,Hodges,23/09/2017,16,3190,,,,,,,,,,Southern Metropolitan,4794
22495,Highett,17 Nicol St,4,h,1911000,S,Buxton,23/09/2017,16,3190,4,3,2,616,302,2005,,-37.94964,145.02753,Southern Metropolitan,4794
22496,Highett,3/15 Turner Rd,2,u,770000,S,McGrath,23/09/2017,16,3190,2,1,1,,100,1995,,-37.95087,145.04987,Southern Metropolitan,4794
22497,Hillside,105 Community Hub,3,h,781500,S,YPA,23/09/2017,18,3037,3,2,2,,,,,-37.70161,144.7533,Western Metropolitan,5556
22498,Hillside,13 Glenview Ct,3,h,637000,S,Barry,23/09/2017,18,3037,3,2,2,,159,2003,,-37.68019,144.73691,Western Metropolitan,5556
22499,Hoppers Crossing,1 Albion Ct,3,h,650000,S,Purplebricks,23/09/2017,18.4,3029,3,2,2,913,174,,,-37.85152,144.70802,Western Metropolitan,13830
22500,Hoppers Crossing,5 Davie Cr,3,h,550000,SP,Triwest,23/09/2017,18.4,3029,3,1,2,635,,1980,,-37.86866,144.69356,Western Metropolitan,13830
22501,Hoppers Crossing,24 Don Av,4,h,537000,S,YPA,23/09/2017,18.4,3029,4,2,2,572,,,,-37.87373,144.69131,Western Metropolitan,13830
22503,Hoppers Crossing,14 Lantana Av,5,h,540000,S,Sweeney,23/09/2017,18.4,3029,,,,,,,,,,Western Metropolitan,13830
22504,Hoppers Crossing,1 Llewellyn Ct,4,h,553500,S,Sweeney,23/09/2017,18.4,3029,4,2,2,,,,,-37.86572,144.68994,Western Metropolitan,13830
22505,Hoppers Crossing,6 Moffatt Cr,3,h,568000,S,hockingstuart,23/09/2017,18.4,3029,3,2,2,700,,1973,,-37.87695,144.69953,Western Metropolitan,13830
22506,Hughesdale,13 Richardson St,3,h,1360000,S,Woodards,23/09/2017,12.3,3166,3,1,1,,,,,-37.89978,145.08371,Southern Metropolitan,3145
22507,Huntingdale,33 Beauford St,3,h,1205000,SA,FN,23/09/2017,12.3,3166,3,2,4,622,0,1960,,-37.90823,145.10851,Southern Metropolitan,768
22508,Ivanhoe,1/32 Beatty St,3,u,960000,SP,Miles,23/09/2017,7.8,3079,3,2,1,,145,2000,,-37.75918,145.04129,Eastern Metropolitan,5549
22509,Ivanhoe,148B Ford St,3,h,840000,S,Fletchers,23/09/2017,7.8,3079,3,2,2,,123,2000,,-37.76349,145.03019,Eastern Metropolitan,5549
22510,Ivanhoe,3/26 Green St,2,u,760000,S,Miles,23/09/2017,7.8,3079,2,1,1,,89,1980,,-37.76483,145.04025,Eastern Metropolitan,5549
22511,Ivanhoe,66 Hawker St,3,h,1230000,VB,Nelson,23/09/2017,7.8,3079,3,2,2,,180,2006,,-37.7597,145.03769,Eastern Metropolitan,5549
22512,Ivanhoe,6/46 Locksley Rd,2,u,572500,S,Miles,23/09/2017,7.8,3079,2,1,1,,75,1965,,-37.77066,145.04911,Eastern Metropolitan,5549
22513,Ivanhoe,2/157 Maltravers Rd,3,u,960000,S,Miles,23/09/2017,7.8,3079,3,2,2,,,,,-37.76901,145.04838,Eastern Metropolitan,5549
22514,Ivanhoe,2 Nyorie Ct,4,h,2800000,S,Nelson,23/09/2017,7.8,3079,4,2,2,,360,2008,,-37.78071,145.04171,Eastern Metropolitan,5549
22516,Ivanhoe East,5/23 Cedric St,2,u,860000,S,Miles,23/09/2017,7.8,3079,2,1,1,,,1960,,-37.77414,145.05379,Eastern Metropolitan,1554
22518,Ivanhoe East,13 York Av,4,h,2040000,VB,Miles,23/09/2017,7.8,3079,4,2,2,585,,,,-37.7709,145.05676,Eastern Metropolitan,1554
22519,Jacana,14 Gavin St,3,h,605000,S,YPA,23/09/2017,14,3047,3,1,0,593,,,,-37.68775,144.90942,Northern Metropolitan,851
22520,Kealba,216 Sunshine Av,3,h,572000,S,Barry,23/09/2017,14,3021,3,1,2,554,125,1975,,-37.73522,144.82044,Western Metropolitan,1202
22521,Keilor Downs,10 Wexford Ct,3,h,680000,S,Brad,23/09/2017,15.5,3038,3,2,2,850,,,,-37.72056,144.80825,Western Metropolitan,3656
22522,Keilor East,3 Alwyn Ct,4,h,784000,SP,Barry,23/09/2017,11.7,3033,4,2,2,,,,,-37.74873,144.85211,Western Metropolitan,5629
22523,Keilor East,86 Milleara Rd,3,h,790000,SP,Nelson,23/09/2017,11.7,3033,3,1,1,610,,1959,,-37.7356,144.86479,Western Metropolitan,5629
22524,Keilor East,1/20 Neville St,2,u,600000,S,Biggin,23/09/2017,11.7,3033,2,1,2,,,,,-37.74611,144.86879,Western Metropolitan,5629
22525,Keilor East,21 Phillip Rd,4,h,630000,SP,Barry,23/09/2017,11.7,3033,3,1,2,185,113,1965,,-37.7482,144.86924,Western Metropolitan,5629
22526,Keilor East,29 Quinn Gr,3,h,601000,S,Nelson,23/09/2017,11.7,3033,3,1,1,,,1990,,-37.7489,144.86677,Western Metropolitan,5629
22527,Keilor East,41 Roberts St,3,h,900000,SP,Nelson,23/09/2017,11.7,3033,3,1,1,624,,,,-37.75046,144.8653,Western Metropolitan,5629
22528,Keilor Park,22 Snow St,3,h,680000,VB,Eric,23/09/2017,10.4,3042,3,1,4,,,,,-37.72288,144.86107,Western Metropolitan,1119
22529,Kensington,23 Albermarle St,2,h,1010000,S,Edward,23/09/2017,3.4,3031,2,1,,,,,,-37.79581,144.9331,Northern Metropolitan,5263
22530,Kensington,45 Hardiman St,2,h,1023000,S,Nelson,23/09/2017,3.4,3031,2,1,1,,,,,-37.79549,144.93314,Northern Metropolitan,5263
22531,Kensington,19/18 Mawbey St,1,u,411500,S,Edward,23/09/2017,3.4,3031,1,1,1,,999,,,-37.78981,144.92326,Northern Metropolitan,5263
